V x y t
58 742 102 104
52 576 183 104
37 437 75 104
58 742 102 105
57 684 406 105
52 576 183 105
58 742 102 106
56 672 598 106
57 684 406 106
59 777 834 107
56 672 598 107
58 742 102 107
59 777 834 108
45 522 921 108
56 672 598 108
60 795 300 109
59 777 834 109
58 742 102 109
61 803 278 110
60 795 300 110
58 742 102 110
61 803 278 111
59 777 834 111
60 795 300 111
62 803 980 112
59 777 834 112
61 803 278 112
62 803 980 113
45 522 921 113
59 777 834 113
62 803 980 114
22 227 974 114
45 522 921 114
63 804 735 115
62 803 980 115
61 803 278 115
64 809 831 116
63 804 735 116
61 803 278 116
64 809 831 117
62 803 980 117
63 804 735 117
65 811 104 118
58 742 102 118
24 301 26 118
65 811 104 119
61 803 278 119
58 742 102 119
65 811 104 120
64 809 831 120
61 803 278 120
66 816 927 121
64 809 831 121
65 811 104 121
66 816 927 122
62 803 980 122
64 809 831 122
67 822 780 123
66 816 927 123
65 811 104 123
68 833 806 124
67 822 780 124
65 811 104 124
68 833 806 125
66 816 927 125
67 822 780 125
69 837 901 126
68 833 806 126
65 811 104 126
69 837 901 127
66 816 927 127
68 833 806 127
69 837 901 128
62 803 980 128
66 816 927 128
70 841 959 129
69 837 901 129
65 811 104 129
70 841 959 130
62 803 980 130
69 837 901 130
71 846 960 131
70 841 959 131
65 811 104 131
71 846 960 132
62 803 980 132
70 841 959 132
72 872 137 133
71 846 960 133
65 811 104 133
73 875 754 134
71 846 960 134
72 872 137 134
74 878 223 135
73 875 754 135
72 872 137 135
75 895 980 136
73 875 754 136
74 878 223 136
75 895 980 137
71 846 960 137
73 875 754 137
75 895 980 138
62 803 980 138
71 846 960 138
76 896 635 139
75 895 980 139
74 878 223 139
77 896 561 140
76 896 635 140
74 878 223 140
78 906 139 141
72 872 137 141
65 811 104 141
78 906 139 142
74 878 223 142
72 872 137 142
78 906 139 143
77 896 561 143
74 878 223 143
78 906 139 144
76 896 635 144
77 896 561 144
78 906 139 145
75 895 980 145
76 896 635 145
79 906 779 146
75 895 980 146
78 906 139 146
80 911 855 147
79 906 779 147
78 906 139 147
80 911 855 148
75 895 980 148
79 906 779 148
81 915 816 149
80 911 855 149
78 906 139 149
82 924 753 150
81 915 816 150
78 906 139 150
82 924 753 151
80 911 855 151
81 915 816 151
83 926 972 152
80 911 855 152
82 924 753 152
83 926 972 153
75 895 980 153
80 911 855 153
84 927 688 154
82 924 753 154
78 906 139 154
84 927 688 155
83 926 972 155
82 924 753 155
85 927 933 156
83 926 972 156
84 927 688 156
86 952 565 157
84 927 688 157
78 906 139 157
86 952 565 158
85 927 933 158
84 927 688 158
86 952 565 159
83 926 972 159
85 927 933 159
87 956 346 160
86 952 565 160
78 906 139 160
88 985 190 161
87 956 346 161
78 906 139 161
88 985 190 162
86 952 565 162
87 956 346 162
88 985 190 163
83 926 972 163
86 952 565 163
89 997 647 164
83 926 972 164
88 985 190 164
