V x y t
74 918 725 138
73 912 107 138
76 957 865 139
74 918 725 139
75 945 617 139
76 957 865 140
71 900 755 140
74 918 725 140
76 957 865 141
37 616 986 141
71 900 755 141
77 964 369 142
75 945 617 142
73 912 107 142
77 964 369 143
76 957 865 143
75 945 617 143
78 980 877 144
76 957 865 144
77 964 369 144
78 980 877 145
37 616 986 145
76 957 865 145
79 993 633 146
78 980 877 146
77 964 369 146
